id,col,from,to
5,pixel_223,182.0,256.0
5,pixel_226,194.0,0.0
5,pixel_227,186.0,256.0
5,pixel_228,162.0,256.0
5,pixel_230,228.0,0.0
5,pixel_242,176.0,256.0
5,pixel_247,163.0,256.0
5,pixel_254,199.0,256.0
5,pixel_262,179.0,256.0
5,pixel_265,201.0,0.0
5,pixel_270,141.0,0.0
5,pixel_276,181.0,256.0
5,pixel_279,184.0,256.0
5,pixel_281,171.0,256.0
5,pixel_285,167.0,256.0
5,pixel_286,130.0,256.0
5,pixel_290,114.0,256.0
5,pixel_299,197.0,256.0
5,pixel_303,159.0,0.0
5,pixel_306,122.0,256.0
5,pixel_315,122.0,256.0
5,pixel_316,128.0,256.0
5,pixel_325,108.0,256.0
5,pixel_326,138.0,256.0
5,pixel_332,165.0,0.0
5,pixel_334,158.0,0.0
5,pixel_339,208.0,256.0
5,pixel_341,166.0,0.0
5,pixel_354,154.0,0.0
5,pixel_362,148.0,0.0
5,pixel_364,142.0,0.0
5,pixel_367,131.0,0.0
5,pixel_369,88.0,0.0
5,pixel_371,93.0,0.0
5,pixel_372,78.0,256.0
5,pixel_383,148.0,0.0
5,pixel_386,94.0,0.0
5,pixel_391,134.0,0.0
5,pixel_394,36.0,0.0
5,pixel_398,129.0,256.0
5,pixel_404,148.0,0.0
5,pixel_414,102.0,0.0
5,pixel_420,217.0,256.0
5,pixel_421,139.0,256.0
5,pixel_437,124.0,256.0
5,pixel_441,153.0,0.0
5,pixel_443,142.0,0.0
5,pixel_454,145.0,0.0
5,pixel_463,138.0,256.0
5,pixel_466,144.0,0.0
5,pixel_470,110.0,0.0
5,pixel_475,166.0,0.0
5,pixel_478,161.0,256.0
5,pixel_491,141.0,0.0
5,pixel_494,189.0,0.0
5,pixel_500,225.0,0.0
5,pixel_507,147.0,0.0
5,pixel_517,163.0,0.0
5,pixel_529,169.0,0.0
5,pixel_534,150.0,0.0
5,pixel_538,156.0,256.0
5,pixel_543,140.0,256.0
5,pixel_545,120.0,0.0
5,pixel_548,133.0,0.0
5,pixel_553,122.0,256.0
5,pixel_555,121.0,0.0
7,pixel_5,200.0,256.0
7,pixel_18,90.0,256.0
7,pixel_26,220.0,256.0
7,pixel_29,219.0,256.0
7,pixel_37,212.0,0.0
7,pixel_39,80.0,256.0
7,pixel_41,153.0,256.0
7,pixel_44,207.0,256.0
7,pixel_51,218.0,0.0
7,pixel_73,193.0,256.0
7,pixel_74,201.0,0.0
7,pixel_82,172.0,0.0
7,pixel_85,131.0,0.0
7,pixel_87,122.0,256.0
7,pixel_91,175.0,256.0
7,pixel_101,154.0,256.0
7,pixel_102,166.0,256.0
7,pixel_104,107.0,256.0
7,pixel_116,137.0,256.0
7,pixel_119,69.0,0.0
7,pixel_120,54.0,0.0
7,pixel_121,165.0,0.0
7,pixel_130,219.0,256.0
7,pixel_136,121.0,256.0
7,pixel_138,142.0,256.0
7,pixel_139,46.0,256.0
7,pixel_141,178.0,0.0
7,pixel_146,54.0,256.0
7,pixel_148,111.0,256.0
7,pixel_149,165.0,256.0
7,pixel_153,57.0,256.0
7,pixel_154,34.0,0.0
7,pixel_161,178.0,256.0
7,pixel_163,104.0,256.0
7,pixel_166,98.0,256.0
7,pixel_180,132.0,256.0
7,pixel_187,164.0,0.0
7,pixel_188,176.0,256.0
7,pixel_189,185.0,0.0
7,pixel_200,162.0,256.0
7,pixel_202,170.0,0.0
7,pixel_203,175.0,256.0
7,pixel_205,182.0,0.0
7,pixel_208,181.0,0.0
7,pixel_215,216.0,256.0
7,pixel_219,98.0,0.0
7,pixel_227,198.0,256.0
7,pixel_230,217.0,0.0
7,pixel_233,179.0,256.0
7,pixel_236,227.0,256.0
7,pixel_242,176.0,256.0
7,pixel_246,200.0,0.0
7,pixel_250,164.0,256.0
7,pixel_260,165.0,256.0
7,pixel_261,172.0,256.0
7,pixel_277,173.0,256.0
7,pixel_280,166.0,0.0
7,pixel_281,173.0,0.0
7,pixel_288,154.0,0.0
7,pixel_289,109.0,256.0
7,pixel_296,138.0,0.0
7,pixel_298,164.0,256.0
7,pixel_304,146.0,0.0
7,pixel_314,156.0,0.0
7,pixel_316,130.0,0.0
7,pixel_318,152.0,256.0
7,pixel_322,158.0,0.0
7,pixel_323,146.0,256.0
7,pixel_328,157.0,256.0
7,pixel_337,128.0,256.0
7,pixel_342,156.0,0.0
7,pixel_343,144.0,0.0
7,pixel_344,141.0,256.0
7,pixel_347,143.0,0.0
7,pixel_348,136.0,0.0
7,pixel_352,99.0,0.0
7,pixel_353,108.0,0.0
7,pixel_360,92.0,256.0
7,pixel_362,155.0,256.0
7,pixel_364,150.0,256.0
7,pixel_367,82.0,0.0
7,pixel_369,105.0,256.0
7,pixel_370,110.0,256.0
7,pixel_372,96.0,256.0
7,pixel_380,122.0,256.0
7,pixel_392,118.0,0.0
7,pixel_400,198.0,0.0
7,pixel_402,146.0,256.0
7,pixel_404,146.0,0.0
7,pixel_407,154.0,0.0
7,pixel_408,142.0,256.0
7,pixel_413,131.0,256.0
7,pixel_416,130.0,256.0
7,pixel_422,142.0,256.0
7,pixel_424,141.0,256.0
7,pixel_426,148.0,0.0
7,pixel_429,129.0,256.0
7,pixel_431,111.0,256.0
7,pixel_432,112.0,0.0
7,pixel_436,132.0,256.0
7,pixel_437,124.0,256.0
7,pixel_439,227.0,0.0
7,pixel_442,136.0,256.0
7,pixel_443,143.0,256.0
7,pixel_466,147.0,0.0
7,pixel_467,145.0,0.0
7,pixel_479,152.0,256.0
7,pixel_485,139.0,256.0
7,pixel_499,146.0,0.0
7,pixel_500,179.0,256.0
7,pixel_509,176.0,256.0
7,pixel_526,121.0,256.0
7,pixel_529,149.0,256.0
7,pixel_532,148.0,0.0
7,pixel_537,125.0,0.0
7,pixel_541,126.0,0.0
7,pixel_546,112.0,256.0
7,pixel_555,123.0,256.0
7,pixel_556,158.0,0.0
10,pixel_0,61.0,256.0
10,pixel_1,79.0,0.0
10,pixel_2,85.0,256.0
10,pixel_4,185.0,0.0
10,pixel_5,183.0,256.0
10,pixel_8,222.0,0.0
10,pixel_10,225.0,256.0
10,pixel_11,225.0,0.0
10,pixel_12,225.0,256.0
10,pixel_16,226.0,0.0
10,pixel_17,170.0,0.0
10,pixel_18,90.0,256.0
10,pixel_20,68.0,0.0
10,pixel_22,122.0,256.0
10,pixel_24,182.0,256.0
10,pixel_25,188.0,256.0
10,pixel_28,222.0,256.0
10,pixel_35,225.0,0.0
10,pixel_37,213.0,0.0
10,pixel_47,221.0,0.0
10,pixel_50,223.0,0.0
10,pixel_52,222.0,0.0
10,pixel_58,109.0,256.0
10,pixel_62,111.0,256.0
10,pixel_72,214.0,0.0
10,pixel_80,74.0,0.0
10,pixel_84,150.0,256.0
10,pixel_85,132.0,0.0
10,pixel_100,68.0,256.0
10,pixel_103,140.0,256.0
10,pixel_105,83.0,0.0
10,pixel_108,117.0,0.0
10,pixel_131,91.0,0.0
10,pixel_132,101.0,256.0
10,pixel_138,63.0,256.0
10,pixel_140,64.0,0.0
10,pixel_155,113.0,0.0
10,pixel_159,50.0,256.0
10,pixel_170,223.0,0.0
10,pixel_176,125.0,256.0
10,pixel_184,156.0,256.0
10,pixel_188,162.0,256.0
10,pixel_194,136.0,0.0
10,pixel_203,175.0,0.0
10,pixel_204,174.0,0.0
10,pixel_211,199.0,0.0
10,pixel_212,203.0,256.0
10,pixel_220,82.0,0.0
10,pixel_228,159.0,256.0
10,pixel_230,194.0,0.0
10,pixel_233,221.0,256.0
10,pixel_234,218.0,256.0
10,pixel_244,174.0,0.0
10,pixel_258,174.0,0.0
10,pixel_260,120.0,256.0
10,pixel_262,160.0,256.0
10,pixel_268,87.0,0.0
10,pixel_276,183.0,256.0
10,pixel_287,167.0,0.0
10,pixel_290,153.0,256.0
10,pixel_298,171.0,0.0
10,pixel_304,157.0,0.0
10,pixel_307,159.0,256.0
10,pixel_309,137.0,0.0
10,pixel_317,169.0,0.0
10,pixel_319,184.0,0.0
10,pixel_350,77.0,256.0
10,pixel_351,98.0,0.0
10,pixel_354,185.0,256.0
10,pixel_359,218.0,0.0
10,pixel_364,155.0,256.0
10,pixel_367,84.0,256.0
10,pixel_370,113.0,256.0
10,pixel_371,93.0,0.0
10,pixel_376,160.0,0.0
10,pixel_380,218.0,0.0
10,pixel_383,146.0,0.0
10,pixel_389,109.0,256.0
10,pixel_391,142.0,256.0
10,pixel_405,136.0,0.0
10,pixel_408,114.0,256.0
10,pixel_411,107.0,256.0
10,pixel_412,134.0,0.0
10,pixel_422,205.0,256.0
10,pixel_424,140.0,0.0
10,pixel_438,226.0,256.0
10,pixel_445,133.0,0.0
10,pixel_447,135.0,0.0
10,pixel_454,142.0,256.0
10,pixel_457,222.0,0.0
10,pixel_470,155.0,0.0
10,pixel_472,163.0,256.0
10,pixel_473,149.0,0.0
10,pixel_478,203.0,256.0
10,pixel_479,204.0,0.0
10,pixel_480,102.0,256.0
10,pixel_486,125.0,0.0
10,pixel_491,116.0,256.0
10,pixel_496,157.0,256.0
10,pixel_497,132.0,256.0
10,pixel_498,135.0,0.0
10,pixel_499,137.0,256.0
10,pixel_511,103.0,0.0
10,pixel_513,122.0,0.0
10,pixel_514,122.0,0.0
10,pixel_520,115.0,0.0
10,pixel_528,109.0,0.0
10,pixel_535,148.0,0.0
10,pixel_536,170.0,256.0
10,pixel_537,153.0,256.0
10,pixel_541,71.0,256.0
10,pixel_543,159.0,256.0
10,pixel_547,103.0,0.0
10,pixel_557,133.0,256.0
15,pixel_5,194.0,256.0
15,pixel_6,209.0,256.0
15,pixel_26,217.0,0.0
15,pixel_33,224.0,256.0
15,pixel_36,224.0,256.0
15,pixel_37,222.0,256.0
15,pixel_46,219.0,256.0
15,pixel_48,225.0,256.0
15,pixel_57,220.0,0.0
15,pixel_63,179.0,0.0
15,pixel_65,201.0,256.0
15,pixel_66,204.0,0.0
15,pixel_70,220.0,256.0
15,pixel_74,220.0,0.0
15,pixel_79,70.0,256.0
15,pixel_84,181.0,256.0
15,pixel_98,88.0,256.0
15,pixel_116,159.0,256.0
15,pixel_127,74.0,256.0
15,pixel_129,115.0,256.0
15,pixel_137,174.0,256.0
15,pixel_140,142.0,256.0
15,pixel_141,163.0,0.0
15,pixel_149,141.0,0.0
15,pixel_159,47.0,0.0
15,pixel_160,162.0,0.0
15,pixel_162,135.0,256.0
15,pixel_171,190.0,0.0
15,pixel_172,68.0,256.0
15,pixel_176,72.0,256.0
15,pixel_180,175.0,256.0
15,pixel_183,128.0,0.0
15,pixel_186,117.0,0.0
15,pixel_197,157.0,0.0
15,pixel_198,204.0,0.0
15,pixel_202,170.0,0.0
15,pixel_209,157.0,0.0
15,pixel_212,179.0,256.0
15,pixel_216,186.0,256.0
15,pixel_217,221.0,256.0
15,pixel_222,171.0,0.0
15,pixel_230,215.0,256.0
15,pixel_236,222.0,256.0
15,pixel_245,194.0,256.0
15,pixel_249,157.0,0.0
15,pixel_252,178.0,0.0
15,pixel_253,201.0,0.0
15,pixel_254,226.0,256.0
15,pixel_257,223.0,0.0
15,pixel_259,108.0,0.0
15,pixel_261,163.0,0.0
15,pixel_262,169.0,256.0
15,pixel_266,200.0,0.0
15,pixel_275,222.0,256.0
15,pixel_277,209.0,0.0
15,pixel_285,191.0,0.0
15,pixel_292,84.0,256.0
15,pixel_293,178.0,256.0
15,pixel_298,177.0,0.0
15,pixel_300,159.0,0.0
15,pixel_303,158.0,0.0
15,pixel_305,180.0,256.0
15,pixel_306,192.0,256.0
15,pixel_316,206.0,0.0
15,pixel_319,216.0,256.0
15,pixel_323,160.0,256.0
15,pixel_326,193.0,0.0
15,pixel_327,189.0,256.0
15,pixel_333,223.0,0.0
15,pixel_337,183.0,0.0
15,pixel_343,156.0,0.0
15,pixel_345,164.0,256.0
15,pixel_346,178.0,0.0
15,pixel_362,150.0,0.0
15,pixel_364,153.0,0.0
15,pixel_368,167.0,0.0
15,pixel_370,149.0,256.0
15,pixel_376,178.0,0.0
15,pixel_377,172.0,0.0
15,pixel_378,187.0,256.0
15,pixel_384,153.0,0.0
15,pixel_388,118.0,0.0
15,pixel_400,153.0,0.0
15,pixel_407,113.0,256.0
15,pixel_408,122.0,0.0
15,pixel_412,157.0,0.0
15,pixel_419,222.0,0.0
15,pixel_422,148.0,256.0
15,pixel_425,141.0,0.0
15,pixel_427,134.0,256.0
15,pixel_429,149.0,256.0
15,pixel_435,120.0,0.0
15,pixel_436,158.0,0.0
15,pixel_440,123.0,0.0
15,pixel_444,143.0,0.0
15,pixel_450,89.0,256.0
15,pixel_457,162.0,256.0
15,pixel_459,227.0,0.0
15,pixel_460,134.0,256.0
15,pixel_469,78.0,0.0
15,pixel_472,66.0,256.0
15,pixel_473,91.0,256.0
15,pixel_483,146.0,0.0
15,pixel_486,123.0,0.0
15,pixel_487,115.0,256.0
15,pixel_495,135.0,0.0
15,pixel_496,151.0,256.0
15,pixel_499,224.0,0.0
15,pixel_506,127.0,256.0
15,pixel_510,140.0,0.0
15,pixel_512,157.0,256.0
15,pixel_522,117.0,256.0
15,pixel_523,128.0,256.0
15,pixel_535,146.0,0.0
15,pixel_536,124.0,0.0
15,pixel_538,126.0,256.0
15,pixel_541,150.0,0.0
15,pixel_547,130.0,0.0
15,pixel_554,146.0,0.0
15,pixel_555,146.0,0.0
15,pixel_558,176.0,256.0
16,pixel_0,168.0,0.0
16,pixel_5,220.0,0.0
16,pixel_6,222.0,0.0
16,pixel_9,225.0,256.0
16,pixel_10,225.0,0.0
16,pixel_13,221.0,0.0
16,pixel_16,180.0,256.0
16,pixel_17,66.0,256.0
16,pixel_20,168.0,0.0
16,pixel_32,225.0,256.0
16,pixel_37,95.0,256.0
16,pixel_40,145.0,256.0
16,pixel_43,200.0,0.0
16,pixel_46,226.0,256.0
16,pixel_47,223.0,256.0
16,pixel_49,223.0,256.0
16,pixel_55,225.0,256.0
16,pixel_61,175.0,0.0
16,pixel_62,180.0,0.0
16,pixel_63,198.0,256.0
16,pixel_69,214.0,256.0
16,pixel_72,209.0,0.0
16,pixel_84,192.0,256.0
16,pixel_85,164.0,256.0
16,pixel_86,145.0,256.0
16,pixel_87,140.0,256.0
16,pixel_93,140.0,0.0
16,pixel_96,163.0,0.0
16,pixel_97,129.0,256.0
16,pixel_101,175.0,256.0
16,pixel_106,70.0,256.0
16,pixel_116,118.0,0.0
16,pixel_117,112.0,0.0
16,pixel_121,177.0,0.0
16,pixel_124,137.0,0.0
16,pixel_135,123.0,0.0
16,pixel_148,114.0,256.0
16,pixel_151,227.0,256.0
16,pixel_154,59.0,256.0
16,pixel_162,153.0,0.0
16,pixel_165,33.0,0.0
16,pixel_166,77.0,256.0
16,pixel_171,229.0,256.0
16,pixel_174,33.0,256.0
16,pixel_176,78.0,256.0
16,pixel_183,146.0,0.0
16,pixel_188,171.0,256.0
16,pixel_189,172.0,256.0
16,pixel_193,98.0,256.0
16,pixel_195,107.0,0.0
16,pixel_197,171.0,0.0
16,pixel_198,76.0,256.0
16,pixel_201,189.0,256.0
16,pixel_204,171.0,0.0
16,pixel_213,168.0,0.0
16,pixel_218,140.0,256.0
16,pixel_221,189.0,0.0
16,pixel_222,189.0,0.0
16,pixel_229,186.0,0.0
16,pixel_243,204.0,256.0
16,pixel_251,175.0,0.0
16,pixel_252,170.0,256.0
16,pixel_256,207.0,256.0
16,pixel_258,190.0,0.0
16,pixel_264,203.0,256.0
16,pixel_265,215.0,256.0
16,pixel_269,172.0,256.0
16,pixel_273,151.0,256.0
16,pixel_274,198.0,256.0
16,pixel_276,205.0,0.0
16,pixel_281,170.0,256.0
